id,Name,Author,Year,Publication Name,DOI,Publication Year,Database,Publication Type,q1,q2,q3,q4,q5,q6,q7,final_decision,pdf_found,BibTex Reference
38,Exponential Chimp Optimization Algorithm based Deep Neuro‐Fuzzy Network with MapReduce framework for fake news detection in big data analytics,"Kanchanamala P,Selva Rani B,Vairamuthu S",2023.0,"John Wiley & Sons, Inc.",10.1002/acs.3645,2023.0,ACM,Journal Article,1,1,1,1,1,1,1,1,1,"'@article{Kanchanamala20232414,
  title = {Exponential {{Chimp Optimization Algorithm}} Based {{Deep Neuro}}-{{Fuzzy Network}} with {{MapReduce}} Framework for Fake News Detection in Big Data Analytics},
  author = {Kanchanamala, Pendela and Selva Rani, B. and Vairamuthu, S.},
  year = {2023},
  month = sep,
  journal = {International Journal of Adaptive Control and Signal Processing},
  volume = {37},
  number = {9},
  pages = {2414--2433},
  issn = {0890-6327, 1099-1115},
  doi = {10.1002/acs.3645},
  abstract = {Summary             In the present epoch of computing, the world has changed from older conventional print media to social platform channels. Fake news articles have the prospects to handle the opinions of the public and so may harm human groupings. Therefore, it is necessary to explore the authenticity and credibility of the news flash being shared on the internet community. Hence, this research paper devises an efficient and robust fake news detection model, named Exponential Chimp Optimization Algorithm (EChOA)-based Deep Neuro-Fuzzy Network (DNFN) for detecting fake news. The introduced model utilizes a MapReduce framework that includes the mapper and reducer phases for processing big data for detecting fake news. First phase of processing is the Mapper work, in which every input used in the database is processed and creates an intermediate key-value pair. In the reducer phase, the fusion of features is performed by arranging the features with the help of computing the optimal parameter and Rand similarity coefficient using a Deep Q Network (DQN). Here, the detection of fake news is obtained by DNFN, and the DNFN is done using implemented EChOA. The EChOA-based DNFN effectively generates robust and effective fake news detection performance by choosing the optimal feature subsets through feature fusion. The EChOA is designed by integrating the Exponential Weighted Moving Average (EWMA) and Chimp Optimization Algorithm (ChOA). Moreover, the EChOA-based DNFN method outperformed various former fake news detection approaches and attains the highest performance based on the testing accuracy is 0.909, sensitivity is 0.937, and specificity is 0.891 using the FakeNewsNet dataset.},
  langid = {english}
}"
41,Machine Learning in Business Process Monitoring: A Comparison of Deep Learning and Classical Approaches Used for Outcome Prediction,,,Duplicate of 31,,,,,1,1,1,1,1,1,1,1,1,
42,Advanced Deep Learning Model for Predicting the Academic Performances of Students in Educational Institutions,"Baniata, LH; Kang, S; Alsharaiah, MA; Baniata, MH",2024.0,APPLIED SCIENCES-BASEL,10.3390/app14051963,2024.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Baniata20241963,
  title = {Advanced {{Deep Learning Model}} for {{Predicting}} the {{Academic Performances}} of {{Students}} in {{Educational Institutions}}},
  author = {Baniata, Laith H. and Kang, Sangwoo and Alsharaiah, Mohammad A. and Baniata, Mohammad H.},
  year = {2024},
  month = feb,
  journal = {Applied Sciences},
  volume = {14},
  number = {5},
  pages = {1963},
  issn = {2076-3417},
  doi = {10.3390/app14051963},
  abstract = {Educational institutions are increasingly focused on supporting students who may be facing academic challenges, aiming to enhance their educational outcomes through targeted interventions. Within this framework, leveraging advanced deep learning techniques to develop recommendation systems becomes essential. These systems are designed to identify students at risk of underperforming by analyzing patterns in their historical academic data, thereby facilitating personalized support strategies. This research introduces an innovative deep learning model tailored for pinpointing students in need of academic assistance. Utilizing a Gated Recurrent Neural Network (GRU) architecture, the model is rich with features such as a dense layer, max-pooling layer, and the ADAM optimization method used to optimize performance. The effectiveness of this model was tested using a comprehensive dataset containing 15,165 records of student assessments collected across several academic institutions. A comparative analysis with existing educational recommendation models, like Recurrent Neural Network (RNN), AdaBoost, and Artificial Immune Recognition System v2, highlights the superior accuracy of the proposed GRU model, which achieved an impressive overall accuracy of 99.70\%. This breakthrough underscores the model's potential in aiding educational institutions to proactively support students, thereby mitigating the risks of underachievement and dropout.},
  copyright = {https://creativecommons.org/licenses/by/4.0/},
  langid = {english}
}"
43,Multi-site fMRI analysis using privacy-preserving fe derate d learning and domain adaptation: ABIDE results,"Li, XX; Gu, YF; Dvornek, N; Staib, LH; Ventola, P; Duncan, JS",2020.0,MEDICAL IMAGE ANALYSIS,10.1016/j.media.2020.101765,2020.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Li2020101765,
  title = {Multi-Site {{fMRI}} Analysis Using Privacy-Preserving Federated Learning and Domain Adaptation: {{ABIDE}} Results},
  shorttitle = {Multi-Site {{fMRI}} Analysis Using Privacy-Preserving Federated Learning and Domain Adaptation},
  author = {Li, Xiaoxiao and Gu, Yufeng and Dvornek, Nicha and Staib, Lawrence H. and Ventola, Pamela and Duncan, James S.},
  year = {2020},
  month = oct,
  journal = {Medical Image Analysis},
  volume = {65},
  pages = {101765},
  issn = {13618415},
  doi = {10.1016/j.media.2020.101765},
  langid = {english}
}"
44,A TLBO-Tuned Neural Processor for Predicting Heating Load in Residential Buildings,"Almutairi, K; Algarni, S; Alqahtani, T; Moayedi, H; Mosavi, A",2022.0,SUSTAINABILITY,10.3390/su14105924,2022.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Almutairi20225924,
  title = {A {{TLBO-Tuned Neural Processor}} for {{Predicting Heating Load}} in {{Residential Buildings}}},
  author = {Almutairi, Khalid and Algarni, Salem and Alqahtani, Talal and Moayedi, Hossein and Mosavi, Amir},
  year = {2022},
  month = may,
  journal = {Sustainability},
  volume = {14},
  number = {10},
  pages = {5924},
  issn = {2071-1050},
  doi = {10.3390/su14105924},
  abstract = {Recent studies have witnessed remarkable merits of metaheuristic algorithms in optimization problems. Due to the significance of the early analysis of the thermal load in energy-efficient buildings, this work introduces and compares four novel optimizer techniques---the firefly algorithm (FA), optics-inspired optimization (OIO), shuffled complex evolution (SCE), and teaching--learning-based optimization (TLBO)---for an accurate prediction of the heating load (HL). The models are applied to a multilayer perceptron (MLP) neural network to surmount its computational shortcomings. The models are fed by a literature-based dataset obtained for residential buildings. The results revealed that all models used are capable of properly analyzing and predicting the HL pattern. A comparison between them, however, showed that the TLBO-MLP with the coefficients of determination 0.9610 vs. 0.9438, 0.9373, and 0.9556 (respectively, for FA-MLP, OIO-MLP, and SCE-MLP) and the root mean square error of 2.1103 vs. 2.5456, 2.7099, and 2.2774 presents the most reliable approximation of the HL. It also surpassed several methods used in previous studies. Thus, the developed TLBO-MLP can be a beneficial model for subsequent practical applications.},
  copyright = {https://creativecommons.org/licenses/by/4.0/},
  langid = {english}
}"
45,A comprehensive framework for hand gesture recognition using hybrid-metaheuristic algorithms and deep learning models,"Mohyuddin, H; Moosavi, SKR; Zafar, MH; Sanfilippo, F",2023.0,ARRAY,10.1016/j.array.2023.100317,2023.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Mohyuddin2023100317,
  title = {A Comprehensive Framework for Hand Gesture Recognition Using Hybrid-Metaheuristic Algorithms and Deep Learning Models},
  author = {Mohyuddin, Hassan and Moosavi, Syed Kumayl Raza and Zafar, Muhammad Hamza and Sanfilippo, Filippo},
  year = {2023},
  month = sep,
  journal = {Array},
  volume = {19},
  pages = {100317},
  issn = {25900056},
  doi = {10.1016/j.array.2023.100317},
  langid = {english}
}"
47,An Intrusion Detection Approach using Hierarchical Deep Learning-based Butterfly Optimization Algorithm in Big Data Platform,Manoranjithem; S. Dhanasekaran; A. Asokan; A. Kumar; C. Yamini; M. Tiwari,2023.0,2023 International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),10.1109/IDCIoT56793.2023.10053504,2023.0,IEEE Conferences,,1,1,1,1,1,1,0,1,1,"'@inproceedings{Manoranjithem2023212,
  title = {An {{Intrusion Detection Approach}} Using {{Hierarchical Deep Learning-based Butterfly Optimization Algorithm}} in {{Big Data Platform}}},
  booktitle = {2023 {{International Conference}} on {{Intelligent Data Communication Technologies}} and {{Internet}} of {{Things}} ({{IDCIoT}})},
  author = {{Manoranjithem} and Dhanasekaran, S. and Asokan, Anju and Kumar, Arvind and Yamini, C. and Tiwari, Mohit},
  year = {2023},
  month = jan,
  pages = {212--216},
  publisher = {IEEE},
  address = {Bengaluru, India},
  doi = {10.1109/IDCIoT56793.2023.10053504},
  copyright = {https://doi.org/10.15223/policy-029},
  isbn = {978-1-6654-7451-1}
}"
48,Semi-Supervised Discovery of DNN-Based Outcome Predictors from Scarcely-Labeled Process Logs,"Folino, Francesco; Folino, Gianluigi; Guarascio, Massimo; Pontieri, Luigi",2023.0,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol64/iss6/3,2023.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Folino2022729,
  title = {Semi-{{Supervised Discovery}} of {{DNN-Based Outcome Predictors}} from {{Scarcely-Labeled Process Logs}}},
  author = {Folino, Francesco and Folino, Gianluigi and Guarascio, Massimo and Pontieri, Luigi},
  year = {2022},
  month = dec,
  journal = {Business \& Information Systems Engineering},
  volume = {64},
  number = {6},
  pages = {729--749},
  issn = {2363-7005, 1867-0202},
  doi = {10.1007/s12599-022-00749-9},
  abstract = {Abstract             Predicting the final outcome of an ongoing process instance is a key problem in many real-life contexts. This problem has been addressed mainly by discovering a prediction model by using traditional machine learning methods and, more recently, deep learning methods, exploiting the supervision coming from outcome-class labels associated with historical log traces. However, a supervised learning strategy is unsuitable for important application scenarios where the outcome labels are known only for a small fraction of log traces. In order to address these challenging scenarios, a semi-supervised learning approach is proposed here, which leverages a multi-target DNN model supporting both outcome prediction and the additional auxiliary task of next-activity prediction. The latter task helps the DNN model avoid spurious trace embeddings and overfitting behaviors. In extensive experimentation, this approach is shown to outperform both fully-supervised and semi-supervised discovery methods using similar DNN architectures across different real-life datasets and label-scarce settings.},
  langid = {english}
}"
49,Predictive End-to-End Enterprise Process Network Monitoring,"Oberdorf, Felix; Schaschek, Myriam; Weinzierl, Sven; Stein, Nikolai; Matzner, Martin; Flath, Christoph M.",2023.0,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol65/iss1/4,2023.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Oberdorf202349,
  title = {Predictive {{End-to-End Enterprise Process Network Monitoring}}},
  author = {Oberdorf, Felix and Schaschek, Myriam and Weinzierl, Sven and Stein, Nikolai and Matzner, Martin and Flath, Christoph M.},
  year = {2023},
  month = feb,
  journal = {Business \& Information Systems Engineering},
  volume = {65},
  number = {1},
  pages = {49--64},
  issn = {2363-7005, 1867-0202},
  doi = {10.1007/s12599-022-00778-4},
  abstract = {Abstract             Ever-growing data availability combined with rapid progress in analytics has laid the foundation for the emergence of business process analytics. Organizations strive to leverage predictive process analytics to obtain insights. However, current implementations are designed to deal with homogeneous data. Consequently, there is limited practical use in an organization with heterogeneous data sources. The paper proposes a method for predictive end-to-end enterprise process network monitoring leveraging multi-headed deep neural networks to overcome this limitation. A case study performed with a medium-sized German manufacturing company highlights the method's utility for organizations.},
  langid = {english}
}"
50,Creating Proactive Cyber Threat Intelligence with Hacker Exploit Labels: A Deep Transfer Learning Approach,"Ampel, Benjamin M.; Samtani, Sagar; Zhu, Hongyi; Chen, Hsinchun",2024.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol48/iss1/7,2024.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Ampel2024137,
  title = {Creating {{Proactive Cyber Threat Intelligence}} with {{Hacker Exploit Labels}}: {{A Deep Transfer Learning Approach}}},
  shorttitle = {Creating {{Proactive Cyber Threat Intelligence}} with {{Hacker Exploit Labels}}},
  author = {Ampel, Benjamin and Samtani, Sagar and Zhu, Hongyi and Chen, Hsinchun},
  year = {2024},
  month = mar,
  journal = {MIS Quarterly},
  volume = {48},
  number = {1},
  pages = {137--166},
  issn = {02767783, 21629730},
  doi = {10.25300/MISQ/2023/17316},
  abstract = {The rapid proliferation of complex information systems has been met by an ever-increasing quantity of exploits that can cause irreparable cyber breaches. To mitigate these cyber threats, academia and industry have placed a significant focus on proactively identifying and labeling exploits developed by the international hacker community. However, prevailing approaches for labeling exploits in hacker forums do not leverage metadata from exploit darknet markets or public exploit repositories to enhance labeling performance. In this study, we adopted the computational design science paradigm to develop a novel information technology artifact, the deep transfer learning exploit labeler (DTL-EL). DTL-EL incorporates a pre-initialization design, multi-layer deep transfer learning (DTL), and a self-attention mechanism to automatically label exploits in hacker forums. We rigorously evaluated the proposed DTL-EL against state-of-the-art non-DTL benchmark methods based in classical machine learning and deep learning. Results suggest that the proposed DTL-EL significantly outperforms benchmark methods based on accuracy, precision, recall, and F1-score. Our proposed DTL-EL framework provides important practical implications for key stakeholders such as cybersecurity managers, analysts, and educators.}
}"
51,Go to You Tube and Call Me in the Morning:  Use of Social Media for Chronic Conditions,"Liu, Xiao; Zhang, Bin; Susarla, Anjana; Padman, Rema",2020.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol44/iss1/12,2020.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Liu2020257,
  title = {Go to {{You Tube}} and {{Call Me}} in the {{Morning}}: {{Use}} of {{Social Media}} for {{Chronic Conditions}}},
  shorttitle = {Go to {{You Tube}} and {{Call Me}} in the {{Morning}}},
  author = {Liu, Xiao and Zhang, Bin and Susarlia, Anjana and Padman, Rema},
  year = {2020},
  month = jan,
  journal = {MIS Quarterly},
  volume = {44},
  number = {1},
  pages = {257--283},
  issn = {02767783, 21629730},
  doi = {10.25300/MISQ/2020/15107}
}"
52,Enhancing Social Media Analysis with Visual Data Analytics:  A Deep Learning Approach,"Shin, Donghyuk; He, Shu; Lee, Gene M.; WHINSTON, ANDREW B.; Centintas, Suleyman; Lee, Kuang-Chih",2020.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol44/iss4/3,2020.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Shin20201459,
  title = {Enhancing {{Social Media Analysis}} with {{Visual Data Analytics}}: {{A Deep Learning Approach}}},
  shorttitle = {Enhancing {{Social Media Analysis}} with {{Visual Data Analytics}}},
  author = {Shin, Donghyuk and He, Shu and Lee, Gene Moo and Whinston, Andrew B. and Cetintas, Suleyman and Lee, Kuang-Chih},
  year = {2020},
  month = dec,
  journal = {MIS Quarterly},
  volume = {44},
  number = {4},
  pages = {1459--1492},
  issn = {02767783, 21629730},
  doi = {10.25300/MISQ/2020/14870}
}"
53,A Novel Business Process Prediction Model Using a DeepLearning Method,"Mehdiyev, Nijat; Fettke, Peter; Evermann, Joerg",2020.0,Business & Information Systems Engineering,https://aisel.aisnet.org/bise/vol62/iss2/5,2020.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Mehdiyev2020143,
  title = {A {{Novel Business Process Prediction Model Using}} a {{Deep Learning Method}}},
  author = {Mehdiyev, Nijat and Evermann, Joerg and Fettke, Peter},
  year = {2020},
  month = apr,
  journal = {Business \& Information Systems Engineering},
  volume = {62},
  number = {2},
  pages = {143--157},
  issn = {2363-7005, 1867-0202},
  doi = {10.1007/s12599-018-0551-3},
  langid = {english}
}"
54,Wearable Sensor-Based Chronic Condition Severity Assessment: An Adversarial Attention-Based Deep Multisource Multitask Learning Approach,"Yu, Shuo; Chai, Yidong; Chen, Hsinchun; Sherman, Scott J.; Brown, Randall A.",2022.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol46/iss3/7,2022.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Yu20221355,
  title = {Wearable {{Sensor-Based Chronic Condition Severity Assessment}}: {{An Adversarial Attention-Based Deep Multisource Multitask Learning Approach}}},
  shorttitle = {Wearable {{Sensor-Based Chronic Condition Severity Assessment}}},
  author = {Yu, Shuo and Chai, Yidong and Chen, Hsinchun and Sherman, Scott and Brown, Randall},
  year = {2022},
  month = sep,
  journal = {MIS Quarterly},
  volume = {45},
  number = {3},
  pages = {1355--1394},
  issn = {02767783},
  doi = {10.25300/MISQ/2022/15763},
  abstract = {Advancing the quality of healthcare for senior citizens with chronic conditions is of great social relevance. To better manage chronic conditions, objective, convenient, and inexpensive wearable sensor- based information systems (IS) have been increasingly used by researchers and practitioners. However, existing models often focus on a single aspect of chronic conditions and are often ``black boxes'' with limited interpretability. In this research, we adopt the computational design science paradigm and propose a novel adversarial attention-based deep multisource multitask learning (AADMML) framework. Drawing upon deep learning, multitask learning, multisource learning, attention mechanism, and adversarial learning, AADMML addresses limitations with existing wearable sensor-based chronic condition severity assessment methods. Choosing Parkinson's disease (PD) as our test case because of its prevalence and societal significance, we conduct benchmark experiments to evaluate AADMML against state-of-the-art models on a large-scale dataset containing thousands of instances. We present three case studies to demonstrate the practical utility and economic benefits of AADMML and by applying it to detect early-stage PD. We discuss how our work is related to the IS knowledge base and its practical implications. This work can contribute to improved life quality for senior citizens and advance IS research in mobile health analytics.}
}"
55,A Deep Learning Approach for Recognizing Activity of Daily Living (ADL) for Senior Care:  Exploiting Interaction Dependency and Temporal Patterns,"Zhu, Hongyi; Samtani, Sagar; Brown, Randall A.; Chen, Hsinchun",2021.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol45/iss2/13,2021.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Zhu2021859,
  title = {A {{Deep Learning Approach}} for {{Recognizing Activity}} of {{Daily Living}} ({{ADL}}) for {{Senior Care}}: {{Exploiting Interaction Dependency}} and {{Temporal Patterns}}},
  shorttitle = {A {{Deep Learning Approach}} for {{Recognizing Activity}} of {{Daily Living}} ({{ADL}}) for {{Senior Care}}},
  author = {Zhu, Hongyi and Samtani, Sagar and Brown, Randall and Chen, Hsinchun},
  year = {2021},
  month = jun,
  journal = {MIS Quarterly},
  volume = {45},
  number = {2},
  pages = {859--896},
  issn = {02767783, 21629730},
  doi = {10.25300/MISQ/2021/15574},
  abstract = {Ensuring the health and safety of senior citizens who live alone is a growing societal concern. The Activity of Daily Living (ADL) approach is a common means to monitor disease progression and the ability of these individuals to care for themselves. However, the prevailing sensor-based ADL monitoring systems primarily rely on wearable motion sensors, capture insufficient information for accurate ADL recognition, and do not provide a comprehensive understanding of ADLs at different granularities. Current healthcare IS and mobile analytics research focuses on studying the system, device, and provided services, and is in need of an end-to-end solution to comprehensively recognize ADLs based on mobile sensor data. This study adopts the design science paradigm and employs advanced deep learning algorithms to develop a novel hierarchical, multiphase ADL recognition framework to model ADLs at different granularities. We propose a novel 2D interaction kernel for convolutional neural networks to leverage interactions between human and object motion sensors. We rigorously evaluate each proposed module and the entire framework against state-of-the-art benchmarks (e.g., support vector machines, DeepConvLSTM, hidden Markov models, and topic-modeling-based ADLR) on two real-life motion sensor datasets that consist of ADLs at varying granularities: Opportunity and INTER. Results and a case study demonstrate that our framework can recognize ADLs at different levels more accurately. We discuss how stakeholders can further benefit from our proposed framework. Beyond demonstrating practical utility, we discuss contributions to the IS knowledge base for future design science-based cybersecurity, healthcare, and mobile analytics applications.}
}"
58,AI-Based on Machine Learning Methods for Urban Real Estate Prediction: A Systematic Survey,Stéphane C. K. TekouabouŞtefan Cristian GherghinaEric Désiré KameniYoussef FilaliKhalil Idrissi Gartoumi,2024.0,Archives of Computational Methods in Engineering,10.1007/s11831-023-10010-5,2024.0,Springer,Stéphane C. K. TekouabouŞtefan Cristian GherghinaEric Désiré KameniYoussef FilaliKhalil Idrissi Gartoumi,1,1,1,1,1,1,1,1,1,"'@article{Tekouabou20241079,
  title = {{{AI-Based}} on {{Machine Learning Methods}} for {{Urban Real Estate Prediction}}: {{A Systematic Survey}}},
  shorttitle = {{{AI-Based}} on {{Machine Learning Methods}} for {{Urban Real Estate Prediction}}},
  author = {Tekouabou, St{\'e}phane C. K. and Gherghina, {\c S}tefan Cristian and Kameni, Eric D{\'e}sir{\'e} and Filali, Youssef and Idrissi Gartoumi, Khalil},
  year = {2024},
  month = mar,
  journal = {Archives of Computational Methods in Engineering},
  volume = {31},
  number = {2},
  pages = {1079--1095},
  issn = {1134-3060, 1886-1784},
  doi = {10.1007/s11831-023-10010-5},
  langid = {english}
}"
59,Prescriptive analytics systems revised: a systematic literature review from an information systems perspective,Christopher WissuchekPatrick Zschech,2024.0,Information Systems and e-Business Management,10.1007/s10257-024-00688-w,2024.0,Springer,Christopher WissuchekPatrick Zschech,1,1,1,1,1,1,1,1,1,"'@article{Wissuchek2024,
  title = {Prescriptive Analytics Systems Revised: A Systematic Literature Review from an Information Systems Perspective},
  shorttitle = {Prescriptive Analytics Systems Revised},
  author = {Wissuchek, Christopher and Zschech, Patrick},
  year = {2024},
  month = aug,
  journal = {Information Systems and e-Business Management},
  issn = {1617-9846, 1617-9854},
  doi = {10.1007/s10257-024-00688-w},
  abstract = {Abstract             Prescriptive Analytics Systems (PAS) represent the most mature iteration of business analytics, significantly enhancing organizational decision-making. Recently, research has gained traction, with various technological innovations, including machine learning and artificial intelligence, significantly influencing the design of PAS. Although recent studies highlight these developments, the rising trend focuses on broader implications, such as the synergies and delegation between systems and users in organizational decision-making environments. Against this backdrop, we utilized a systematic literature review of 262 articles to build on this evolving perspective. Guided by general systems theory and socio-technical thinking, the concept of an information systems artifact directed this review. Our first objective was to clarify the essential subsystems, identifying 23 constituent components of PAS. Subsequently, we delved into the meta-level design of PAS, emphasizing the synergy and delegation between the human decision-maker and prescriptive analytics in supporting organizational decisions. From this exploration, four distinct system archetypes emerged: advisory, executive, adaptive, and self-governing PAS. Lastly, we engaged with affordance theory, illuminating the action potential of PAS. Our study advances the perspective on PAS, specifically from a broader socio-technical and information systems viewpoint, highlighting six distinct research directions, acting as a launchpad for future research in the domain.},
  langid = {english}
}"
60,Intelligent Materials Improvement Through Artificial Intelligence Approaches: A Systematic Literature Review,José G. B. A. LimaAnderson S. L. GomesAdiel T. de Almeida-Filho,2024.0,Archives of Computational Methods in Engineering,10.1007/s11831-024-10163-x,2024.0,Springer,José G. B. A. LimaAnderson S. L. GomesAdiel T. de Almeida-Filho,1,1,1,1,1,1,1,1,1,"'@article{Lima2024,
  title = {Intelligent {{Materials Improvement Through Artificial Intelligence Approaches}}: {{A Systematic Literature Review}}},
  shorttitle = {Intelligent {{Materials Improvement Through Artificial Intelligence Approaches}}},
  author = {Lima, Jos{\'e} G. B. A. and Gomes, Anderson S. L. and {De Almeida-Filho}, Adiel T.},
  year = {2024},
  month = jul,
  journal = {Archives of Computational Methods in Engineering},
  issn = {1134-3060, 1886-1784},
  doi = {10.1007/s11831-024-10163-x},
  langid = {english}
}"
61,Artificial Intelligence Based Methods for Smart and Sustainable Urban Planning: A Systematic Survey,Stéphane Cédric Koumetio TekouabouEl Bachir DiopRida AzmiJérôme Chenal,2023.0,Archives of Computational Methods in Engineering,10.1007/s11831-022-09844-2,2023.0,Springer,Stéphane Cédric Koumetio TekouabouEl Bachir DiopRida AzmiJérôme Chenal,1,1,1,1,1,1,1,1,1,"'@article{KoumetioTekouabou20231421,
  title = {Artificial {{Intelligence Based Methods}} for {{Smart}} and {{Sustainable Urban Planning}}: {{A Systematic Survey}}},
  shorttitle = {Artificial {{Intelligence Based Methods}} for {{Smart}} and {{Sustainable Urban Planning}}},
  author = {Koumetio Tekouabou, St{\'e}phane C{\'e}dric and Diop, El Bachir and Azmi, Rida and Chenal, J{\'e}r{\^o}me},
  year = {2023},
  month = mar,
  journal = {Archives of Computational Methods in Engineering},
  volume = {30},
  number = {2},
  pages = {1421--1438},
  issn = {1134-3060, 1886-1784},
  doi = {10.1007/s11831-022-09844-2},
  langid = {english}
}"
62,Tracking machine learning models for pandemic scenarios: a systematic review of machine learning models that predict local and global evolution of pandemics,Marcelo Benedeti PalermoLucas Micol PolicarpoCristiano André da CostaRodrigo da Rosa Righi,2022.0,Network Modeling Analysis in Health Informatics and Bioinformatics,10.1007/s13721-022-00384-0,2022.0,Springer,Marcelo Benedeti PalermoLucas Micol PolicarpoCristiano André da CostaRodrigo da Rosa Righi,1,1,1,1,1,1,1,1,1,"'@article{Palermo202240,
  title = {Tracking Machine Learning Models for Pandemic Scenarios: A Systematic Review of Machine Learning Models That Predict Local and Global Evolution of Pandemics},
  shorttitle = {Tracking Machine Learning Models for Pandemic Scenarios},
  author = {Palermo, Marcelo Benedeti and Policarpo, Lucas Micol and Costa, Cristiano Andr{\'e} Da and Righi, Rodrigo Da Rosa},
  year = {2022},
  month = dec,
  journal = {Network Modeling Analysis in Health Informatics and Bioinformatics},
  volume = {11},
  number = {1},
  pages = {40},
  issn = {2192-6662, 2192-6670},
  doi = {10.1007/s13721-022-00384-0},
  langid = {english}
}"
64,Intelligent Slime Mould Optimization with Deep Learning Enabled Traffic Prediction in Smart Cities,"Hamza, MA; Alsolai, H; Alzahrani, JS; Alamgeer, M; Sayed, MM; Zamani, A; Yaseen, I; Motwakel, A",2022.0,CMC-COMPUTERS MATERIALS & CONTINUA,10.32604/cmc.2022.031541,2022.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{AhmedHamza20226563,
  title = {Intelligent {{Slime Mould Optimization}} with {{Deep Learning Enabled Traffic Prediction}} in {{Smart Cities}}},
  author = {Ahmed Hamza, Manar and Alsolai, Hadeel and S. Alzahrani, Jaber and Alamgeer, Mohammad and Mahmoud Sayed, Mohamed and Sarwar Zamani, Abu and Yaseen, Ishfaq and Motwakel, Abdelwahed},
  year = {2022},
  journal = {Computers, Materials \& Continua},
  volume = {73},
  number = {3},
  pages = {6563--6577},
  issn = {1546-2226},
  doi = {10.32604/cmc.2022.031541},
  langid = {english}
}"
65,Towards Modified Entropy Mutual Information Feature Selection to Forecast Medium-Term Load Using a Deep Learning Model in Smart Homes,"Samuel, O; Alzahrani, FA; Khan, RJU; Farooq, H; Shafiq, M; Afzal, MK; Javaid, N",2020.0,ENTROPY,10.3390/e22010068,2020.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Samuel202068,
  title = {Towards {{Modified Entropy Mutual Information Feature Selection}} to {{Forecast Medium-Term Load Using}} a {{Deep Learning Model}} in {{Smart Homes}}},
  author = {Samuel, Omaji and Alzahrani, Fahad A. and Hussen Khan, Raja Jalees Ul and Farooq, Hassan and Shafiq, Muhammad and Afzal, Muhammad Khalil and Javaid, Nadeem},
  year = {2020},
  month = jan,
  journal = {Entropy},
  volume = {22},
  number = {1},
  pages = {68},
  issn = {1099-4300},
  doi = {10.3390/e22010068},
  abstract = {Over the last decades, load forecasting is used by power companies to balance energy demand and supply. Among the several load forecasting methods, medium-term load forecasting is necessary for grid's maintenance planning, settings of electricity prices, and harmonizing energy sharing arrangement. The forecasting of the month ahead electrical loads provides the information required for the interchange of energy among power companies. For accurate load forecasting, this paper proposes a model for medium-term load forecasting that uses hourly electrical load and temperature data to predict month ahead hourly electrical loads. For data preprocessing, modified entropy mutual information-based feature selection is used. It eliminates the redundancy and irrelevancy of features from the data. We employ the conditional restricted Boltzmann machine (CRBM) for the load forecasting. A meta-heuristic optimization algorithm Jaya is used to improve the CRBM's accuracy rate and convergence. In addition, the consumers' dynamic consumption behaviors are also investigated using a discrete-time Markov chain and an adaptive k-means is used to group their behaviors into clusters. We evaluated the proposed model using GEFCom2012 US utility dataset. Simulation results confirm that the proposed model achieves better accuracy, fast convergence, and low execution time as compared to other existing models in the literature.},
  copyright = {https://creativecommons.org/licenses/by/4.0/},
  langid = {english}
}"
