"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"RLCkt II: Deep Reinforcement Learning via Attention-Aware Sampling for Analog Integrated Circuit Transistor Sizing Automation","W. Zuo; W. Sun; B. Lan; J. Wan","School of Information Science and Technology, Fudan University, Shanghai, China; School of Information Science and Technology, Fudan University, Shanghai, China; Suzhou Foohu Technology Co., Ltd., Shanghai, China; School of Information Science and Technology, Fudan University, Shanghai, China",2024 2nd International Symposium of Electronics Design Automation (ISEDA),"8 Aug 2024","2024","","","177","181","The sizing of circuit transistors that meet design specifications in analog integrated circuit (IC) traditionally relies on the intuition and experience of human experts, posing challenges that are labor-intensive and time-consuming, particularly as circuit complexity increases. Compared to mainstream optimization algorithms that exhibit slow optimization speeds and unstable solutions when dealing with large-scale analog IC, this study introduces RLCktII, a breakthrough improvement built upon the advanced RLCkt. For the first time, it incorporates an attention mechanism combined with deep reinforcement learning into the domain of automated analog integrated circuit transistor sizing. Through the attention mechanism, it dynamically discerns the most distinctive input data, enhancing the deep reinforcement learning model's capability to handle complex tasks. RLCkt II was evaluated on two industrial-scale analog integrated circuits: LDO and R2R. After one and a half days of training, our RLCkt II agent achieved an average improvement of 28.71 % and 7.94% in convergence accuracy over the state-of-the-art RLCkt. In the same design tasks, RLCkt II demonstrated a speed advantage nearly a hundred times faster than the Genetic Algorithm (GA) while also ensuring greater design precision.","","979-8-3503-5203-0","10.1109/ISEDA62518.2024.10617708","National Key R&D Program of China(grant numbers:2021YFA120050); Natural Science Foundation of Shanghai(grant numbers:23ZR1405900); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10617708","Transistor Sizing;Attention Mechanism;Reinforcement Learning;Automation of Analog Design","Training;Attention mechanisms;Design automation;Deep reinforcement learning;Transistors;Task analysis;Integrated circuit modeling","","","","10","IEEE","8 Aug 2024","","","IEEE","IEEE Conferences"
"Image classification optimization and results analysis based on VGG network","J. Shi; Y. Zhao","School of Computer and Information, Anhui Polytechnic university, Anhui, China; School of Computer and Information, Anhui Polytechnic university, Anhui, China","2020 IEEE International Conference on Information Technology,Big Data and Artificial Intelligence (ICIBA)","14 Dec 2020","2020","1","","1090","1099","Classification accuracy and network performance are affected by many factors while classifying Image by convolution neural network. The paper takes garbage image classification as an example, the common performance optimization methods of garbage image classification by using VGGNet model were summarized. And VGG-16 was used to test the target data set of garbage image. The classification accuracy under different conditions was measured and compared. Finally, the performance of the parameters under different optimization schemes is analyzed.","","978-1-7281-5224-0","10.1109/ICIBA50161.2020.9277329","natural science pre research project of Anhui University of Technology(grant numbers:kz42019104); university level undergraduate teaching quality improvement plan project of Anhui University of technology in 2019(grant numbers:2019jyxm72); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277329","image classification;parameter tuning;VGG;image augmentation;model;overfitting","Convolution;Kernel;Optimization;Image classification;Neurons;Classification algorithms;Biological neural networks","","","","19","IEEE","14 Dec 2020","","","IEEE","IEEE Conferences"
"An Attentional Interactive Deep Learning Model for Multi-source Electrical Consistency Checking in Power Grid Measurement Center","Y. Xu; L. Li; J. Tan; S. Li; Z. Ma; M. Liu; L. Wei; J. Tu","State Grid Jiangsu Electric Power Co., Ltd., Nanjing, China; Nari Group Corporation / State Grid Electric Power Research Institute, Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd., Nanjing, China; Nari Group Corporation / State Grid Electric Power Research Institute, Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd., Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd., Nanjing, China; State Grid Jiangsu Electric Power Co., Ltd., Nanjing, China; Nari Group Corporation / State Grid Electric Power Research Institute, Nanjing, China",2023 IEEE 7th Information Technology and Mechatronics Engineering Conference (ITOEC),"30 Oct 2023","2023","7","","880","885","With the rapid development of the Internet and big data, artificial intelligence technology represented by deep neural network, DNN, has ushered in a golden period of development. The application of deep learning method in the field of power grid data checking has also attracted more and more scholars' attention. A deep learning model based on attentional interaction module is proposed for multi-source electrical consistency checking. Firstly, the circuit switch and the grid data are mapped into a fixed length vector, and the corresponding embedding matrix of the switch and data is obtained. Then, the embedded matrix is sent into the attentional interaction module to obtain an embedded matrix that comprehensively considers all elements of the switch and data, and is sent to the deep neural network after adding the previous embedded matrix to extract the intrinsic characteristics of the switch and data. Finally, the vector representation of switch and data is obtained and the matching score is calculated. Experimental results show that the proposed model is effective for multi-source electrical consistency checking.","2693-289X","979-8-3503-3421-0","10.1109/ITOEC57671.2023.10291942","State Grid Corporation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10291942","Artificial intelligence;DNN;Deep learning;Attention;Embedding;Multi-source electrical consistency checking","Deep learning;Power measurement;Mechatronics;Switches;Artificial neural networks;Power grids;Internet","","","","27","IEEE","30 Oct 2023","","","IEEE","IEEE Conferences"
"Big Vibration Data Diagnosis of Bearing Fault Base on Feature Representation of Autoencoder and Optimal LSSVM-CRO Classifier Model","V. Nguyen; T. Dung Hoang; V. Thai; X. Nguyen","Mechanical Engineering Department, Hanoi University of Industry, HaNoi, VietNam; Mechanical Engineering Department, Hanoi University of Industry, HaNoi, VietNam; Mechanical Engineering Department, Hunan University, Changsha, China; Mechanical Engineering Department, Hanoi University of Industry, HaNoi, VietNam",2019 International Conference on System Science and Engineering (ICSSE),"5 Sep 2019","2019","","","557","563","In this paper, based on deep learning method for the high-dimensional feature representation of vibration signal and optimal machine learning model, a new diagnosis technique is proposed for identifying the big vibration data of multi-level fault of roller bearing. Firstly, a deep learning network based on stacked autoencoders (SAE) with hidden layers is exploited for vibration feature representation (VFR) of roller bearing data, named as VFR-SAE, in which the unsupervised learning algorithm is used to reveal the significant properties in the data such as nonlinear, non-station properties. The represented features can provide good discriminability for fault diagnosis task. Secondly, an optimal classifier model based on least square support vector machine (LSSVM) classifier and chemical reaction optimization (CRO) algorithm, named as LSSVM-CRO, is formed to perform supervised fine-turning and classification. In this work, the transfer learning performance can be especially tuned in this diagnosis technique. That is, the features of target vibration data will be extracted by the learning of feature representation which depends on the weight matrix of hidden layers of VFR-SAE method. The experimental results by analyzing the roller bearing vibration signals with multi-status of fault have demonstrated that the VFR-SAE based feature extraction in conjunction with the LSSVM-CRO classifier model can achieve higher accuracies than the other popular classifier models.","2325-0925","978-1-7281-0525-3","10.1109/ICSSE.2019.8823332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823332","Bearing fault diagnosis;Feature representation;Deep learning network;Autoencoder;Multi-level Fault;LSSVM-CROmodel","Feature extraction;Vibrations;Training;Deep learning;Optimization;Rolling bearings;Classification algorithms","","","","30","IEEE","5 Sep 2019","","","IEEE","IEEE Conferences"
"Deep Learning Based Joint Hybrid Precoding and Combining Design for mmWave MIMO Systems","F. Liu; X. Li; X. Yang; H. Shi; B. Shi; R. Du","Lab of Key Technology of Millimeter-wave Large-scale MIMO System, Hebei Key Laboratory of Marine Perception Network and Data Processing, Northeastern University at Qinhuangdao, Qinhuangdao, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; Lab of Key Technology of Millimeter-wave Large-scale MIMO System, Hebei Key Laboratory of Marine Perception Network and Data Processing, Northeastern University at Qinhuangdao, Qinhuangdao, China",IEEE Systems Journal,"18 Mar 2024","2024","18","1","560","567","To maximally enhance the hybrid precoding performance, an innovative deep learning-based optimization algorithm is given for a multiuser fully connected (MUFC) structure in this article. First, a joint optimization framework based on convolutional neural network (CNN) is suggested, namely, JOCNN, which can synchronously optimize the hybrid precoder and combiner. In the JOCNN, analog precoding neural network (AP-NN), digital precoding neural network (DP-NN), analog combining neural network (AC-NN), and digital combining neural network (DC-NN) are designed to satisfy the nonconvex constant modulus constraint and the power constraint. Then, using a training strategy based on unsupervised learning, the developed JOCNN can be trained to maximize the spectral efficiency (SE). At last, the thoroughly trained JOCNN model can take in the estimated channel matrix as the input and immediately output the analog precoding matrix, the digital precoding matrix, the analog combining matrix, and the digital combining matrix. Simulation results demonstrate that the suggested method can outperform the previous works in terms of SE while requiring less computation time.","1937-9234","","10.1109/JSYST.2024.3357712","National Natural Science Foundation of China(grant numbers:61971117); Natural Science Foundation of Hebei Province(grant numbers:F2020501007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430125","Convolutional neural network (CNN);deep learning (DL);hybrid precoding;multiple-input multiple-output (MIMO);millimeter-wave (mmWave)","Radio frequency;Precoding;Optimization;MIMO communication;Training;Millimeter wave communication;Convolutional neural networks","","1","","23","IEEE","8 Feb 2024","","","IEEE","IEEE Journals"
"A Hybrid Anomaly Detection Model Based on GANomaly in Cloud Environment","W. Yang; C. Zeng","School of Electronic Information Engineering Beijing Jiaotong University, Beijing, China; School of Electronic Information Engineering Beijing Jiaotong University, Beijing, China",2022 IEEE 5th International Conference on Big Data and Artificial Intelligence (BDAI),"26 Aug 2022","2022","","","51","56","Anomaly detection technology, which analyzes network data in detail and provides strategies for deploying security tools to ensure the integrity, confidentiality, and reliability of computer systems, is an important part of network information security infrastructure. However, in the cloud environment, the massive network traffic data contains many irrelevant or redundant features, which not only consumes many computing resources but also makes the detection accuracy lower. To this end, this paper proposes a hybrid model based on NSGA-III and GANomaly. Among them, NSGA-III can optimize the model in terms of the number of features, accuracy and false positive rate, while GAN omaly is a classifier that can be trained without negative samples. The experimental results show that the model reduces the number of features by nearly 74% on the basis of an accuracy rate of 99.71 % and a false alarm rate of 0.2% on the CSE-CIC-IDS2018 dataset.","","978-1-6654-7081-0","10.1109/BDAI56143.2022.9862656","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9862656","cloud environment;redundant features;NSGA-III;GANomaly","Training;Computational modeling;Information security;Telecommunication traffic;Feature extraction;Generative adversarial networks;Robustness","","1","","17","IEEE","26 Aug 2022","","","IEEE","IEEE Conferences"
"Comparative Study of Deep Learning Techniques for Detecting Tomato Plant Leaf Diseases Using Transfer Learning","P. K. Nalli; D. P. Garapati; M. V. Subbarao; E. Katta; A. S. Krishna; N. Deevi","Department of AI, Shri Vishnu Engineering College for Women, Bhimavaram, India; Department of AI, Shri Vishnu Engineering College for Women, Bhimavaram, India; Department of ECE, Shri Vishnu Engineering College for Women, Bhimavaram, India; Department of AI, Shri Vishnu Engineering College for Women, Bhimavaram, India; Department of AI, Shri Vishnu Engineering College for Women, Bhimavaram, India; Department of ECE, BVRIT Hyderabad College of Engineering for Women, Hyderabad, India",2024 International Conference on Distributed Computing and Optimization Techniques (ICDCOT),"8 May 2024","2024","","","1","7","Plant leaf diseases pose significant threats to crop yield and agricultural sustainability, making early and accurate detection crucial for effective disease management. In recent years, deep neural network (DNN) techniques have shown remarkable potential in the field of image classification, including plant disease detection. This study aims to investigate the performance of two popular deep learning architectures, namely, Xception, and InceptionResNetV2, for the detection of tomato plant leaf disease. The proposed methodology involves acquiring a diverse dataset comprising high-resolution images of healthy and diseased leaves from the target crops. Preprocessing techniques such as image augmentation and normalization are applied to enhance the generalization ability of the models and mitigate overfitting. Transfer learning is employed to initialize the deep learning architectures with weights pre-trained on large-scale image datasets to accelerate convergence and improve the models' performance in limited data scenarios. To evaluate performance of proposed networks various metrics such as validation and test accuracies, precision and recall, F1 score, and the area under the curve (AUC) are considered. From the investigations, the classification accuracy of the finest architectures is as follows: 99.8 percent for Xception and 99.4 percent for InceptionResNetV2 on Tomato Leaves. The results suggest that the models developed during the investigation phase to identify the leaf disease were superior to any existing Deep Neural Networks (DNNs).","","979-8-3503-8295-2","10.1109/ICDCOT61034.2024.10516123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10516123","Plant Leaf Disease;Deep Learning;Neural Networks;Xception;InceptionResNetV2;Tomato","Deep learning;Training;Plant diseases;Plants (biology);Transfer learning;Artificial neural networks;Computer architecture","","","","18","IEEE","8 May 2024","","","IEEE","IEEE Conferences"
"From EMBER to FIRE: predicting high resolution baryon fields from dark matter simulations with deep learning","M. Bernardini; R. Feldmann; D. Anglés-Alcázar; M. Boylan-Kolchin; J. Bullock; L. Mayer; J. Stadel","Center for Theoretical Astrophysics and Cosmology, Institute for Computational Science, University of Zurich, Winterthurerstrasse 190, CH-8057 Zürich, Switzerland; mauro.bernardini@uzh.ch; Center for Theoretical Astrophysics and Cosmology, Institute for Computational Science, University of Zurich, Winterthurerstrasse 190, CH-8057 Zürich, Switzerland; Department of Physics, University of Connecticut, 196 Auditorium Road, U-3046, Storrs, CT 06269-3046, USA; Center for Computational Astrophysics, Flatiron Institute, 162 5th Avenue, New York, NY 10010, USA; Department of Astronomy, The University of Texas at Austin, 2515 Speedway, Stop C1400, Austin, TX 78712, USA; Department of Physics and Astronomy, University of California, 4129 Reines Hall, Irvine, CA 92697, USA; Center for Theoretical Astrophysics and Cosmology, Institute for Computational Science, University of Zurich, Winterthurerstrasse 190, CH-8057 Zürich, Switzerland; Center for Theoretical Astrophysics and Cosmology, Institute for Computational Science, University of Zurich, Winterthurerstrasse 190, CH-8057 Zürich, Switzerland",Monthly Notices of the Royal Astronomical Society,"13 Dec 2021","2021","509","1","1323","1341","Hydrodynamic simulations provide a powerful, but computationally expensive, approach to study the interplay of dark matter and baryons in cosmological structure formation. Here, we introduce the Emulating Baryonic En Richment (EMBER) Deep Learning framework to predict baryon fields based on dark matter-only simulations thereby reducing computational cost. EMBER comprises two network architectures, U-Net and Wasserstein Generative Adversarial Networks (WGANs), to predict 2D gas and H i densities from dark matter fields. We design the conditional WGANs as stochastic emulators, such that multiple target fields can be sampled from the same dark matter input. For training we combine cosmological volume and zoom-in hydrodynamical simulations from the Feedback in Realistic Environments (FIRE) project to represent a large range of scales. Our fiducial WGAN model reproduces the gas and H i power spectra within 10 per cent accuracy down to ∼10 kpc scales. Furthermore, we investigate the capability of EMBER to predict high resolution baryon fields from low resolution dark matter inputs through upsampling techniques. As a practical application, we use this methodology to emulate high-resolution H i maps for a dark matter simulation of a $L=100\, \text{Mpc}\, h^{-1}$ comoving cosmological box. The gas content of dark matter haloes and the H i column density distributions predicted by EMBER agree well with results of large volume cosmological simulations and abundance matching models. Our method provides a computationally efficient, stochastic emulator for augmenting dark matter only simulations with physically consistent maps of baryon fields.","1365-2966","","10.1093/mnras/stab3088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9648137","methods: numerical;methods: statistical;galaxies: haloes;dark matter;large-scale structure of Universe","","","","","","","13 Dec 2021","","","OUP","OUP Journals"
"Aircraft Detection in Airport Remote Sensing Images based on YOLOv5","C. Ji; L. Zhang; J. Li","School of Computer Science and Information Security, Guilin University of Electronic Technology; School of Computer Science and Information Security, Guilin University of Electronic Technology; Guilin Huigu Institute of Artificial Intelligence Industrial Technology, Guilin, China",2022 9th International Conference on Digital Home (ICDH),"19 Dec 2022","2022","","","13","18","With the development of remote sensing, aerospace, and other related technologies, remote sensing image application scenarios are more and more extensive. In this paper, the training of remote sensing data in different airports is improved based on the YOLOv5 (You Only Look Once) model. Based on the analysis of existing deep learning frameworks and models, a remote sensing image segmentation program is designed to solve the problems of large-scale, large variation, and multiple data channels of remote sensing images. To improve the performance of small object detection, the original image is segmented on the detector. When the size of the original image is large, it will be reduced in the detector input, and the number of pixel representatives of small targets will be seriously reduced, leading to the degradation of detector detection performance. So, we propose the purpose of image segmentation and separation detection is to reduce the loss of small target pixels during image reduction. It shows great advantages in solving the problem of precision and speed of aircraft identification, and it is feasible to identify aircraft with a computer quickly and efficiently.","","978-1-6654-5478-0","10.1109/ICDH57206.2022.00009","Research and Development; Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978347","Deep learning;Remote sensing image processing;Aircraft detection","Training;Image segmentation;Atmospheric modeling;Detectors;Object detection;Airports;Data models","","","","21","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Multimodal Emotion Recognition Based on Hybrid Fusion","G. Yang; D. Yang; J. Li; G. Wang","School of Software, Shenyang University of Technology, Shenyang, China; School of Software, Shenyang University of Technology, Shenyang, China; School of Software, Shenyang University of Technology, Shenyang, China; Beijing Research Institute of Telemetry, Beijing, China","2023 5th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)","2 Apr 2024","2023","","","85","88","Accurate emotion recognition can greatly improve the reliability of interpersonal communication and mental illness diagnosis. Aiming at the problem that the accuracy of single-modal emotion recognition is difficult to improve, a multimodal emotion recognition method is proposed by fusing speech, facial expression and EEG. The attention mechanism is introduced in the feature layer fusion, and the recognition accuracy is improved by designing the optimal weight allocation algorithm of the decision layer fusion. The results show that the recognition accuracy is 94.53% on the training set MAHNOB-HCI, 92.89% on the SEED dataset, and 91.54% on the self-built dataset, which indicates that the recognition accuracy is improved compared with the single-modal emotion recognition, and has good generalization ability.","2994-2977","979-8-3503-5993-0","10.1109/MLBDBI60823.2023.10481889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10481889","Attention mechanism;Decision-layer;Multi-modal","Training;Emotion recognition;Visualization;Machine learning algorithms;Face recognition;Speech recognition;Machine learning","","","","10","IEEE","2 Apr 2024","","","IEEE","IEEE Conferences"
"Using Machine Learning Regression Model to Predict the Optimum Election Algorithm for Parallel and Distributed Computing Systems","N. Dhariwal","Department of Software Systems, Vellore Institute of Technology, Vellore, India","2023 Third International Conference on Smart Technologies, Communication and Robotics (STCR)","22 Jan 2024","2023","1","","1","5","Parallel and distributed computing has become a necessity when it comes to high-performance computing, artificial intelligence, big data analytics, machine learning, deep learning, signal processing and bioengineering. System engineers connect distributed systems, with large number of nodes, that then compute the solution for a problem concurrently. The distributed system has a leader that manages the overall coordination of these connected nodes. This research provides a novel approach to predict the most efficient and time-feasible election algorithm, that must be ran on a distributed system, using linear regression machine learning approach. This research implements the prediction process for three election algorithms and successfully predicts the most efficient and least time-consuming algorithm with 94.98% accuracy. Initially, the dataset for the regression model training was created by executing the three election algorithms parallelly using MPI running 16 parallel processors (cores). The research also presents three regression line equations, trained and modelled on this dataset, that can be used to predict the execution time for the three algorithms for a system with any number of nodes. The results are duly visualized, and regression lines are plotted for comparison.","","979-8-3503-7086-7","10.1109/STCR59085.2023.10396874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10396874","linear regression;machine learning;parallel and distributed compution;election algorithms;prediction;optimization","Training;Machine learning algorithms;Voting;Robot kinematics;Signal processing algorithms;Predictive models;Signal processing","","","","17","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Optimization of Wireless Ad Hoc Network Node Layout Self-play Based on AlphaZero Algorithm","X. Zou; R. Yang; C. Yin; X. Wang","Information and Communications College, National University of Defense Technology, Wuhan, Hubei, China; Information and Communications College, National University of Defense Technology, Wuhan, Hubei, China; Information and Communications College, National University of Defense Technology, Wuhan, Hubei, China; Information and Communications College, National University of Defense Technology, Wuhan, Hubei, China",2019 2nd International Conference on Artificial Intelligence and Big Data (ICAIBD),"16 Sep 2019","2019","","","334","337","The success of AlphaZero algorithm in chess games provides ideas and methods for other fields. This research designs an intelligent deployment model of wireless ad hoc network node based on the deep reinforcement learning framework of AlphaZero algorithm. Aiming at the difficult problems of setting learning rate and preventing model overfitting in the process of model self-training optimization, this paper chooses gradually decreasing dynamics. Learning rate and regularization method are increased to ensure fast convergence in model training and improve the accuracy of model prediction.","","978-1-7281-0831-5","10.1109/ICAIBD.2019.8837036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8837036","AlphaZero;wireless ad hoc network;Learning rate;styling over-fitting;deployment","Neural networks;Ad hoc networks;Wireless communication;Training;Data models;Optimization;Training data","","","","11","IEEE","16 Sep 2019","","","IEEE","IEEE Conferences"
"Distributed Parameter Optimization Scheduling Strategy and System Design Based on Mesos","S. Li; Z. Lu; Y. Sun; S. Deng; B. Niu","University of Chinese Academy of Sciences, Beijing, China; Computer Network Information Center of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Computer Network Information Center of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China","2019 IEEE 5th Intl Conference on Big Data Security on Cloud (BigDataSecurity), IEEE Intl Conference on High Performance and Smart Computing, (HPSC) and IEEE Intl Conference on Intelligent Data and Security (IDS)","29 Aug 2019","2019","","","218","224","This paper implements a distributed parameter optimization system based on Mesos and studies the scheduling strategy of this system. Using the resource interface of Mesos, the system packages a variety of common parameter optimization algorithms and task scheduling strategy into a framework software that can run on Mesos. Aiming at the two-level scheduling mechanism of Mesos, a dynamic scheduling strategy for distributed parameter optimization system in multi-job environment on hybrid deployment cluster is proposed. This paper designs several experiments, and compares the resource scheduling strategy of the architecture software with the FIFO scheduling strategy in the hybrid deployment scenario. This work reduces the difficulty of optimizing distributed parameters in common scenarios such as deep learning in a cluster environment, and improves resource utilization efficiency in multi-task environment.","","978-1-7281-0006-7","10.1109/BigDataSecurity-HPSC-IDS.2019.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8819494","Apache Mesos, Distributed System, Scheduling, Parameter Optimization, Distributed Computing","Optimization;Task analysis;Processor scheduling;Training;Deep learning;Servers","","1","","21","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"Confrontational flight trajectory prediction based on attention mechanism","Y. Sun; D. Wang; W. Wang; L. Xiong; X. Yang","Institute of Aeronautics Engineering, Air Force Engineering University, Xi'an, China; Institute of Aeronautics Engineering, Air Force Engineering University, Xi'an, China; School of Telecommunications Engineering Xidian University, Xi'an, China; School of Telecommunications Engineering Xidian University, Xi'an, China; School of Telecommunications Engineering Xidian University, Xi'an, China",2020 International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),"23 Apr 2021","2020","","","211","214","Predicting the flight trajectory of the target fighter as accurately as possible to capture the fleeting time to attack is crucial for close-range air combat, so the research has always been a focus in related fields. Without exception, it is as hard as other prediction problems due to the large degree of freedom of the solution space. All the previous methods only used the time correlation in a single trajectory data to predict and ignored the spatial correlation between the trajectory data of both sides. Therefore, not only the traditional machine learning methods but the current popular deep learning methods have less accurate predictions of trajectories, especially in the case of quick-changing, which greatly limits the practical application of this technology. In this paper, both the time and space correlation of flight trajectories are considered to express the tactical intentions in close-range air combat. Thus, the LSTM trajectory prediction method is proposed based on the combination of confrontational data and attention mechanism. Two or more flight trajectory data are used for learning and training of encoder network parameters, and then the target's trajectory is predicted by a corresponding decoder module. The method also takes the advantage of attention mechanism to strengthen the prediction accuracy. The experimental results show that the accuracy of target trajectory prediction is greatly improved, especially when the trajectory changes quickly, so it is very suitable for practical application.","","978-1-7281-9619-0","10.1109/ICBASE51474.2020.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9403789","Trajectory prediction;combat flight;long and short-term memory network;attention mechanism","Training;Deep learning;Correlation;Prediction methods;Feature extraction;Trajectory;Decoding","","2","","14","IEEE","23 Apr 2021","","","IEEE","IEEE Conferences"
"MOPSO-Based CNN for Keyword Selection on Google Ads","J. Liang; H. Yang; J. Gao; C. Yue; S. Ge; B. Qu","School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Statistics and Big Data, Henan University of Economics and Law, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electric and Information Engineering, Zhongyuan University of Technology, Zhengzhou, China",IEEE Access,"12 Sep 2019","2019","7","","125387","125400","Google Ads is an advertising agency that provides ads to advertisers. Advertisers match the user's search terms and push ads by selecting keywords related to their ad content. Keywords can determine the type of users an advertiser pushes, the effectiveness of the ad promotion, and the sales of the ad product. Automatically selecting keywords that are satisfactory to advertisers from a large number of keywords provided by Google Ads is the main task of this paper. But there is not too much time for the model to judge whether keywords are selected, choosing correct keywords in the shortest time is another task of this paper. Therefore, a structure of the model that can get some useful keywords for advertisers is designed and an improved multi-objective particle swarm optimization algorithm is proposed to achieve this multi-objective task. These are also the main contributions of this paper. To accomplish this multi-objective task, many technical issues need to be overcome, such as the mixed language problem, the imbalance problem, the problem of extracting features from corpora and so on. This paper proposes a corpus selection method to solve the mixed problem of Chinese and English in keywords, word embedding method to solve the representation of keywords, re-sampling to solve data imbalance problem, improved convolutional neural network (CNN) to solve classification problem, and a multi-objective particle swarm optimization algorithm (MOPSO) to achieve neural structure search of CNN so that the effect of the classification is improved and the training time is reduced. The keyword selection problem is solved with the combination of evolutionary computing, deep learning, machine learning, and text processing techniques. Experimental results show that the proposed algorithm greatly improved the accuracy of keyword selection and shortened the time of selecting keywords. Therefore, this algorithm has a good application value.","2169-3536","","10.1109/ACCESS.2019.2937339","National Natural Science Foundation of China(grant numbers:61876169,61473266,61673404); Scientific and Technological Project of Henan Province(grant numbers:152102210153); China Postdoctoral Science Foundation(grant numbers:2017M622373); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812731","Google Ads;corpus selection;word embedding;re-sampling;CNN;MOPSO;keyword selection;neural structure search","Google;Advertising;Task analysis;Economics;Deep learning;Particle swarm optimization;Feature extraction","","9","","42","CCBY","26 Aug 2019","","","IEEE","IEEE Journals"
"Multi-scale Feature Fusion in Wireless Propagation Model Optimization Algorithms","L. Zheng; J. Min; C. Guo; T. Yan","School of Electronic and Information Engineering, Lanzhou Jiaotong University, Lanzhou, China; School of Electronic and Information Engineering, Lanzhou Jiaotong University, Lanzhou, China; School of Electronic and Information Engineering, Lanzhou Jiaotong University, Lanzhou, China; School of Electronic and Information Engineering, Lanzhou Jiaotong University, Lanzhou, China","2021 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)","3 Sep 2021","2021","","","692","696","In order to address the effects of various environmental variables on radio propagation and improve the quality of radio propagation. Inspired by the traditional empirical classification method and based on an artificial environment, this paper improves the experiments on the path well prediction results of the wireless propagation model according to the optimization algorithm with satellite remote sensing images as the input data of the network, and selects RESNet50 with the highest recognition efficiency by comparing the experimental data of eight deep learning networks such as VGG16 and RESNet50 under the self-built wireless transmission environment. By adding a feature pyramid to the network, the recognition accuracy of environmental variables reaches 96.4%, and the recognition time is 1.29 seconds per 1000 samples.","","978-1-6654-4854-3","10.1109/ICITBS53129.2021.00174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9526056","Deep Learning;Radio Propagation Model;Characteristic Gold Tower","Wireless communication;Wireless sensor networks;Smart cities;Satellite broadcasting;Radio propagation;Data models;Convolutional neural networks","","","","13","IEEE","3 Sep 2021","","","IEEE","IEEE Conferences"
